"Time","{__name__=""container_memory_usage_bytes"", endpoint=""https-metrics"", id=""/kubepods/besteffort/podb1dc00c5-9306-4652-b735-a530c83df5ef"", instance=""192.168.39.96:10250"", job=""kubelet"", metrics_path=""/metrics/cadvisor"", namespace=""app"", node=""minikube"", pod=""my-app-deployment-646594f7b7-674rg"", service=""prometheus-operator-kube-p-kubelet""}"
2025-04-17 12:20:30,46235648
2025-04-17 12:21:00,48152576
2025-04-17 12:21:30,48152576
2025-04-17 12:22:00,48152576
2025-04-17 12:22:30,48152576
2025-04-17 12:23:00,48152576
2025-04-17 12:23:30,48152576
2025-04-17 12:24:00,48152576
2025-04-17 12:24:30,48152576
2025-04-17 12:25:00,48152576
2025-04-17 12:25:30,48152576
2025-04-17 12:26:00,77377536
2025-04-17 12:26:30,77377536
2025-04-17 12:27:00,77377536
2025-04-17 12:27:30,77377536
2025-04-17 12:28:00,77377536
2025-04-17 12:28:30,77377536
2025-04-17 12:29:00,77377536
2025-04-17 12:29:30,77377536
2025-04-17 12:30:00,77377536
2025-04-17 12:30:30,77377536
2025-04-17 12:31:00,77377536
2025-04-17 12:31:30,77377536
2025-04-17 12:32:00,77377536
2025-04-17 12:32:30,77377536
2025-04-17 12:33:00,77365248
2025-04-17 12:33:30,73011200
2025-04-17 12:34:00,70586368
2025-04-17 12:34:30,70586368
2025-04-17 12:35:00,69926912
2025-04-17 12:35:30,69365760
2025-04-17 12:36:00,69365760
2025-04-17 12:36:30,67694592
2025-04-17 12:37:00,67694592
2025-04-17 12:37:30,67452928
2025-04-17 12:38:00,65323008
2025-04-17 12:38:30,65114112
2025-04-17 12:39:00,64921600
2025-04-17 12:39:30,64024576
2025-04-17 12:40:00,63238144
2025-04-17 12:40:30,62644224
2025-04-17 12:41:00,62373888
2025-04-17 12:41:30,62853120
2025-04-17 12:42:00,62582784
2025-04-17 12:42:30,62181376
2025-04-17 12:43:00,60731392
2025-04-17 12:43:30,60641280
2025-04-17 12:44:00,60514304
2025-04-17 12:44:30,60243968
2025-04-17 12:45:00,59940864
2025-04-17 12:45:30,59740160
2025-04-17 12:46:00,59580416
2025-04-17 12:46:30,59359232
2025-04-17 12:47:00,58904576
2025-04-17 12:47:30,56848384
2025-04-17 12:48:00,55648256
2025-04-17 12:48:30,53940224
2025-04-17 12:49:00,53911552
2025-04-17 12:49:30,53911552
2025-04-17 12:50:00,53911552
2025-04-17 12:50:30,53882880
2025-04-17 12:51:00,53768192
2025-04-17 12:51:30,53641216
2025-04-17 12:52:00,53547008
2025-04-17 12:52:30,53108736
2025-04-17 12:53:00,52084736
2025-04-17 12:53:30,51552256
2025-04-17 12:54:00,50532352
2025-04-17 12:54:30,50413568
2025-04-17 12:55:00,50413568
2025-04-17 12:55:30,50413568
2025-04-17 12:56:00,50253824
2025-04-17 12:56:30,49917952
2025-04-17 12:57:00,49876992
2025-04-17 12:57:30,49876992
2025-04-17 12:58:00,49848320
2025-04-17 12:58:30,49848320
2025-04-17 12:59:00,49844224
2025-04-17 12:59:30,49729536
2025-04-17 13:00:00,49713152
2025-04-17 13:00:30,49713152
2025-04-17 13:01:00,49680384
2025-04-17 13:01:30,49651712
2025-04-17 13:02:00,49651712
2025-04-17 13:02:30,49651712
2025-04-17 13:03:00,49651712
2025-04-17 13:03:30,49651712
2025-04-17 13:04:00,49651712
2025-04-17 13:04:30,49651712
2025-04-17 13:05:00,49651712
2025-04-17 13:05:30,49537024
2025-04-17 13:06:00,49537024
2025-04-17 13:06:30,49508352
2025-04-17 13:07:00,49508352
2025-04-17 13:07:30,49496064
2025-04-17 13:08:00,49496064
2025-04-17 13:08:30,49496064
2025-04-17 13:09:00,49496064
2025-04-17 13:09:30,49496064
2025-04-17 13:10:00,49496064
2025-04-17 13:10:30,49496064
2025-04-17 13:11:00,49496064
2025-04-17 13:11:30,56303616
2025-04-17 13:12:00,56291328
2025-04-17 13:12:30,60903424
2025-04-17 13:13:00,60891136
2025-04-17 13:13:30,60825600
2025-04-17 13:14:00,60645376
2025-04-17 13:14:30,60645376
